yearOfRegistration,Datasource,gender,citizenship,isForcedLabour,ControlCategory,RecruiterCategory,ExploitType,Labor_Type,ageCategories
2017,0,1,42,0,4,1,1,12,7
2017,0,1,42,0,4,1,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,5,1,12,7
2017,0,1,37,0,1,4,1,12,7
2017,0,1,37,0,3,3,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,5,2,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,3,1,1,12,7
2017,0,1,37,0,4,2,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,3,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,3,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,4,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,3,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,3,2,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,2,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,5,5,1,12,7
2017,0,1,37,0,1,5,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,4,1,12,7
2017,0,1,37,0,2,5,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,4,3,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,1,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,4,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,5,1,1,12,7
2017,0,1,37,0,2,1,1,12,7
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,4,3,1,12,8
2017,0,1,37,0,1,4,1,12,8
2017,0,1,37,0,2,4,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,2,3,1,12,8
2017,0,1,37,0,1,5,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,1,5,1,12,8
2017,0,1,37,0,2,4,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,2,4,1,12,8
2017,0,1,37,0,5,2,1,12,8
2017,0,1,37,0,2,4,1,12,8
2017,0,1,37,0,2,5,1,12,8
2017,0,1,37,0,2,2,1,12,8
2017,0,1,37,0,2,4,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,1,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,4,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,1,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,4,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,1,1,12,8
2017,0,1,37,0,1,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,4,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,5,1,1,12,8
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,3,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,1,3,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,5,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,2,2,1,12,2
2017,0,1,37,0,1,3,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,1,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,4,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,2,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,5,2,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,3,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,2,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,3,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,3,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,1,4,1,12,2
2017,0,1,37,0,5,2,1,12,2
2017,0,1,37,0,1,2,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,5,4,1,12,2
2017,0,1,37,0,5,4,1,12,2
2017,0,1,37,0,5,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,3,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,3,1,12,2
2017,0,1,37,0,4,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,1,2,1,12,2
2017,0,1,37,0,3,2,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,4,2,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,4,2,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,5,2,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,2,4,1,12,2
2017,0,1,37,0,2,2,1,12,2
2017,0,1,37,0,2,5,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,3,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,3,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,2,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,3,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,1,3,1,12,2
2017,0,1,37,0,1,3,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,2,1,12,2
2017,0,1,37,0,1,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,2,1,12,2
2017,0,1,37,0,3,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,3,4,1,12,2
2017,0,1,37,0,3,4,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,2,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,5,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,1,37,0,4,1,1,12,2
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2017,0,0,43,1,1,2,2,1,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,4,3,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,4,3,5,12,4
2018,1,1,20,0,5,3,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,5,3,5,12,4
2018,1,1,20,0,4,4,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,20,0,5,3,5,12,4
2018,1,1,20,0,5,3,5,12,4
2018,1,1,20,0,2,3,5,12,4
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,1,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,2,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,1,1,29,1,2,3,2,12,2
2018,0,1,37,0,5,3,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,1,2,1,12,3
2018,0,1,37,0,5,2,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,1,3,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,1,2,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,3,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,1,1,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,1,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,4,1,1,12,3
2018,0,1,37,0,4,3,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,5,3,1,12,3
2018,0,1,37,0,4,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,1,2,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,1,4,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,1,1,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,2,3,1,12,3
2018,0,1,37,0,1,1,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,2,2,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,3,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,4,1,12,3
2018,0,1,37,0,1,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,2,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,2,5,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,4,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,1,1,12,3
2018,0,1,37,0,2,3,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,2,3,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
2018,0,1,37,0,3,1,1,12,3
2018,0,1,37,0,5,1,1,12,3
