BGD,LP,Bangladesh,132.478,134.792,136.986,139.036,140.921,142.66,144.304,145.925,147.575,149.274,151.008,152.765,154.52,156.256,157.971,159.671,161.356
BRB,LP,Barbados,0.271,0.272,0.273,0.274,0.275,0.276,0.277,0.278,0.28,0.281,0.282,0.283,0.283,0.284,0.285,0.286,0.286
BLR,LP,Belarus,9.9,9.831,9.763,9.697,9.63,9.579,9.542,9.514,9.5,9.481,9.465,9.464,9.468,9.481,9.498,9.505,9.492
BEL,LP,Belgium,10.31,10.356,10.396,10.446,10.511,10.585,10.667,10.753,10.84,11.001,11.076,11.138,11.181,11.237,11.311,11.352,11.399
BLZ,LP,Belize,0.263,0.269,0.276,0.284,0.291,0.299,0.307,0.315,0.322,0.332,0.341,0.35,0.359,0.368,0.378,0.388,0.398
BEN,LP,Benin,7.295,7.521,7.75,7.982,8.217,8.455,8.697,8.945,9.199,9.461,9.729,10.005,10.287,10.576,10.872,11.175,11.49
BTN,LP,Bhutan,0.591,0.602,0.613,0.624,0.635,0.643,0.651,0.659,0.667,0.675,0.683,0.692,0.7,0.713,0.722,0.731,0.735
BOL,LP,Bolivia,8.653,8.81,8.968,9.125,9.283,9.441,9.6,9.759,9.918,10.078,10.239,10.574,10.732,10.896,11.046,11.215,11.382
BIH,LP,Bosnia and Herzegovina,3.759,3.76,3.763,3.766,3.768,3.762,3.754,3.736,3.704,3.66,3.605,3.542,3.482,3.429,3.386,3.353,3.323
BWA,LP,Botswana,1.808,1.83,1.852,1.876,1.901,1.928,1.955,1.982,2.007,2.015,2.04,2.063,2.089,2.121,2.16,2.205,2.251
BRA,LP,Brazil,178.499,180.708,182.865,184.991,187.062,189.038,191.01,192.981,194.891,196.604,198.315,200.004,201.718,203.476,205.157,206.805,208.495
BRN,LP,Brunei Darussalam,0.344,0.35,0.36,0.359,0.365,0.37,0.375,0.38,0.387,0.393,0.399,0.403,0.408,0.412,0.417,0.43,0.442
BGR,LP,Bulgaria,7.846,7.801,7.761,7.719,7.679,7.64,7.607,7.564,7.505,7.327,7.285,7.246,7.202,7.154,7.102,7.05,7
BFA,LP,Burkina Faso,12.293,12.655,13.031,13.422,13.829,14.252,14.69,15.141,15.605,16.082,16.571,17.073,17.586,18.111,18.646,19.193,19.752
BDI,LP,Burundi,7.091,7.26,7.478,7.512,7.737,7.969,8.232,8.504,8.776,9.048,9.329,9.618,9.907,10.204,10.53,10.867,11.193
CPV,LP,Cabo Verde,0.452,0.46,0.468,0.475,0.481,0.486,0.492,0.497,0.502,0.508,0.514,0.52,0.526,0.533,0.54,0.546,0.544
KHM,LP,Cambodia,12.709,12.934,13.149,13.356,13.555,13.747,13.941,14.096,14.251,14.406,14.561,14.716,14.871,15.026,15.181,15.336,15.491
CMR,LP,Cameroon,16.358,16.801,17.259,17.733,18.224,18.73,19.253,19.79,20.341,20.906,21.485,22.077,22.682,23.298,23.927,24.566,25.216
CAN,LP,Canada,31.309,31.603,31.901,32.204,32.529,32.849,33.199,33.581,33.958,34.298,34.665,35.034,35.392,35.678,36.052,36.495,37.003
CAF,LP,Central African Republic,3.767,3.83,3.894,3.961,4.032,4.107,4.185,4.266,4.35,4.419,4.436,4.448,4.464,4.493,4.538,4.596,4.666
TCD,LP,Chad,9.019,9.374,9.735,10.097,10.457,10.818,11.184,11.56,11.952,12.361,12.785,13.22,13.664,14.111,14.562,15.017,15.478
CHL,LP,Chile,15.692,15.857,16.022,16.183,16.348,16.518,16.698,16.881,17.064,17.254,17.443,17.612,17.788,17.971,18.167,18.419,18.751
CHN,LP,China,1284.53,1292.27,1299.88,1307.56,1314.48,1321.29,1328.02,1334.5,1340.91,1347.35,1354.04,1360.72,1367.82,1374.62,1382.71,1390.08,1395.38
COL,LP,Colombia,41.329,41.849,42.368,42.889,43.406,43.927,44.451,44.979,45.51,46.045,46.582,47.121,47.662,48.203,48.748,49.292,49.834
COM,LP,Comoros,0.564,0.576,0.59,0.604,0.62,0.636,0.652,0.669,0.687,0.705,0.724,0.744,0.764,0.785,0.806,0.828,0.851
COD,LP,Democratic Republic of the Congo,50.971,52.602,54.315,56.09,57.927,59.835,61.809,63.845,65.939,68.087,70.291,72.553,74.877,77.267,79.801,82.417,85.12
COG,LP,Republic of Congo,3.002,3.077,3.154,3.233,3.313,3.396,3.481,3.568,3.657,3.749,3.843,3.939,4.037,4.138,4.241,4.347,4.456
CRI,LP,Costa Rica,4.022,4.086,4.152,4.215,4.279,4.34,4.404,4.469,4.554,4.613,4.673,4.733,4.793,4.851,4.909,4.966,5.022
CIV,LP,Côte d'Ivoire,16.984,17.425,17.878,18.343,18.82,19.309,19.811,20.327,20.855,21.397,21.954,22.524,23.11,23.711,24.327,24.96,25.609
HRV,LP,Croatia,4.305,4.306,4.439,4.442,4.44,4.436,4.434,4.429,4.418,4.281,4.268,4.256,4.238,4.204,4.174,4.125,4.089
CYP,LP,Cyprus,0.706,0.714,0.723,0.733,0.744,0.758,0.776,0.797,0.819,0.84,0.862,0.866,0.858,0.847,0.848,0.855,0.864
CZE,LP,Czech Republic,10.201,10.193,10.195,10.199,10.224,10.254,10.343,10.426,10.462,10.487,10.505,10.516,10.512,10.538,10.554,10.579,10.61
DNK,LP,Denmark,5.368,5.384,5.398,5.411,5.427,5.447,5.476,5.511,5.535,5.561,5.581,5.603,5.627,5.66,5.707,5.749,5.781
DJI,LP,Djibouti,0.674,0.693,0.713,0.733,0.753,0.774,0.796,0.818,0.841,0.865,0.889,0.914,0.939,0.966,0.993,1.02,1.049
DMA,LP,Dominica,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.069,0.069,0.069,0.071,0.072,0.073,0.075
DOM,LP,Dominican Republic,8.628,8.745,8.858,8.968,9.071,9.174,9.28,9.38,9.479,9.58,9.681,9.785,9.883,9.98,10.075,10.169,10.266
ECU,LP,Ecuador,13.094,13.32,13.552,13.721,13.965,14.215,14.473,14.738,15.012,15.266,15.521,15.775,16.027,16.279,16.529,16.777,17.023
EGY,LP,Egypt,66.6,68,69.3,70.7,72.2,73.6,75.2,76.9,78.7,80.5,82.5,84.6,86.8,89,91,95.2,97.1
SLV,LP,El Salvador,5.962,5.994,6.024,6.052,6.079,6.106,6.132,6.158,6.184,6.211,6.238,6.266,6.295,6.325,6.356,6.388,6.421
GNQ,LP,Equatorial Guinea,0.666,0.695,0.725,0.757,0.792,0.829,0.868,0.909,0.951,0.994,1.039,1.084,1.129,1.175,1.221,1.268,1.314
ERI,LP,Eritrea,2.481,2.601,2.72,2.827,2.918,2.997,3.063,3.12,3.17,3.214,3.25,3.281,3.311,3.343,3.377,3.413,3.453
EST,LP,Estonia,1.379,1.371,1.363,1.355,1.347,1.341,1.337,1.335,1.331,1.327,1.323,1.318,1.315,1.315,1.316,1.317,1.322
SWZ,LP,Eswatini,0.974,0.983,0.992,1.001,1.01,1.018,1.026,1.033,1.041,1.048,1.056,1.063,1.071,1.078,1.086,1.093,1.104
ETH,LP,Ethiopia,67.22,71.342,73.197,75.1,77.053,79.056,80.321,81.606,82.912,84.238,85.586,86.955,88.347,89.76,91.196,92.656,94.138
FJI,LP,Fiji,0.809,0.815,0.82,0.826,0.832,0.837,0.841,0.845,0.849,0.853,0.858,0.862,0.866,0.869,0.877,0.885,0.89
FIN,LP,Finland,5.195,5.206,5.22,5.237,5.256,5.277,5.3,5.326,5.351,5.375,5.401,5.427,5.451,5.472,5.487,5.503,5.513
FRA,LP,France,59.686,60.102,60.505,60.963,61.4,61.795,62.135,62.466,62.765,63.07,63.376,63.698,64.028,64.301,64.469,64.639,64.844
GAB,LP,Gabon,1.266,1.298,1.33,1.364,1.398,1.44,1.494,1.551,1.61,1.671,1.735,1.803,1.868,1.93,1.98,2.025,2.053
GMB,LP,The Gambia,1.404,1.45,1.497,1.544,1.591,1.64,1.689,1.74,1.793,1.848,1.905,1.964,2.024,2.086,2.149,2.214,2.28
GEO,LP,Georgia,3.991,3.966,3.938,3.917,3.888,3.873,3.848,3.829,3.8,3.774,3.739,3.718,3.717,3.722,3.729,3.726,3.73
DEU,LP,Germany,81.579,81.549,81.456,81.337,81.174,80.993,80.764,80.483,80.285,80.275,80.426,80.646,80.983,81.687,82.349,82.657,82.906
GHA,LP,Ghana,19.883,20.371,20.859,21.367,21.876,22.388,22.901,23.417,24.659,25.261,25.867,26.479,27.092,27.707,28.324,28.94,29.555
GRC,LP,Greece,10.888,10.916,10.94,10.97,11.005,11.036,11.061,11.095,11.119,11.123,11.086,11.004,10.927,10.858,10.784,10.768,10.741
GRD,LP,Grenada,0.104,0.104,0.104,0.105,0.105,0.105,0.105,0.106,0.106,0.107,0.107,0.108,0.109,0.11,0.11,0.111,0.112
GTM,LP,Guatemala,12.209,12.5,12.797,13.096,13.397,13.7,14.006,14.316,14.63,14.949,15.271,15.596,15.924,16.252,16.582,16.919,17.263
GIN,LP,Guinea,9.046,9.205,9.38,9.576,9.799,10.047,10.315,10.593,10.876,11.162,11.451,11.745,12.044,12.345,12.654,12.97,13.294
GNB,LP,Guinea-Bissau,1.246,1.272,1.299,1.328,1.356,1.386,1.417,1.449,1.46,1.492,1.525,1.559,1.593,1.628,1.664,1.7,1.738
GUY,LP,Guyana,0.743,0.743,0.742,0.742,0.744,0.746,0.748,0.751,0.753,0.756,0.758,0.761,0.764,0.767,0.773,0.778,0.782
HTI,LP,Haiti,8.754,8.9,9.047,9.195,9.345,9.495,9.647,9.798,9.949,10.1,10.251,10.401,10.549,10.696,10.84,10.982,11.123
HND,LP,Honduras,6.929,7.106,7.283,7.459,7.634,7.809,7.981,8.151,8.317,8.481,8.641,8.799,8.956,9.113,9.273,9.436,9.602
HKG,LP,Hong Kong SAR,6.726,6.764,6.798,6.838,6.904,6.938,6.964,6.996,7.052,7.11,7.171,7.211,7.253,7.31,7.377,7.413,7.486
HUN,LP,Hungary,10.175,10.142,10.117,10.098,10.077,10.066,10.045,10.031,10.014,9.986,9.932,9.909,9.877,9.856,9.83,9.798,9.778
ISL,LP,Iceland,0.287,0.288,0.291,0.294,0.3,0.308,0.315,0.319,0.318,0.318,0.32,0.322,0.326,0.329,0.333,0.338,0.348
IND,LP,India,1093.32,1111.52,1129.62,1147.61,1165.49,1183.21,1200.67,1217.73,1234.28,1250.29,1265.78,1280.85,1295.6,1310.15,1324.51,1338.66,1352.62
IDN,LP,Indonesia,212.19,215.216,218.285,221.398,224.555,227.758,231.006,234.3,237.641,241.991,245.425,248.818,252.165,255.588,258.497,261.356,264.162
IRN,LP,Islamic Republic of Iran,66.3,67.315,68.345,69.39,70.496,71.366,72.266,73.196,74.157,75.15,76.038,76.942,78.47,79.476,80.46,81.423,82.36
IRQ,LP,Iraq,,25.96,26.674,27.377,28.064,28.741,29.43,30.163,30.962,31.76,32.578,33.417,35,35.213,36.169,37.14,38.124
IRL,LP,Ireland,3.956,4.021,4.1,4.2,4.321,4.445,4.516,4.547,4.568,4.585,4.605,4.631,4.667,4.714,4.771,4.825,4.886
ISR,LP,Israel,6.567,6.687,6.806,6.927,7.052,7.176,7.307,7.482,7.621,7.763,7.907,8.056,8.212,8.377,8.543,8.71,8.879
ITA,LP,Italy,56.999,57.2,57.625,58.065,58.316,58.54,59.034,59.449,59.707,59.952,60.168,60.51,60.783,60.796,60.666,60.589,60.484
JAM,LP,Jamaica,2.62,2.629,2.639,2.648,2.658,2.667,2.677,2.686,2.696,2.703,2.71,2.713,2.716,2.719,2.722,2.726,2.731
JPN,LP,Japan,127.4,127.634,127.734,127.752,127.746,127.757,127.692,127.551,127.594,127.831,127.552,127.333,127.12,126.978,126.96,126.746,126.495
JOR,LP,Jordan,5.287,5.397,5.536,5.714,5.934,6.193,6.49,6.821,7.182,7.575,7.993,8.413,8.809,9.159,9.456,9.702,9.904
KAZ,LP,Kazakhstan,14.867,14.951,15.075,15.219,15.397,15.572,15.982,16.203,16.441,16.674,16.91,17.161,17.416,17.67,17.918,18.157,18.396
KEN,LP,Kenya,31.1,32,32.9,33.8,34.7,35.7,36.7,37.7,38.6,39.5,40.4,41.4,42.4,43.3,44.3,45.4,46.5
KIR,LP,Kiribati,0.088,0.089,0.091,0.093,0.095,0.097,0.099,0.101,0.103,0.104,0.106,0.107,0.109,0.11,0.112,0.113,0.115
KOR,LP,Korea,47.645,47.892,48.083,48.185,48.438,48.684,49.055,49.308,49.554,49.937,50.2,50.429,50.747,51.015,51.218,51.362,51.607
UVK,LP,Kosovo,1.511,1.537,1.631,1.651,1.674,1.699,1.72,1.747,1.775,1.78,1.816,1.821,1.805,1.772,1.784,1.799,1.793
KWT,LP,Kuwait,2.42,2.547,2.754,2.991,3.183,3.4,3.442,3.485,3.582,3.697,3.807,3.892,4.039,4.183,4.329,4.438,4.622
KGZ,LP,Kyrgyz Republic,4.968,5.013,5.073,5.136,5.189,5.248,5.289,5.348,5.418,5.478,5.552,5.663,5.777,5.895,6.019,6.14,6.257
LAO,LP,Lao P.D.R.,5.493,5.577,5.662,5.752,5.846,5.945,6.047,6.149,6.249,6.348,6.445,6.541,6.64,6.741,6.846,6.953,7.062
LVA,LP,Latvia,2.321,2.299,2.277,2.25,2.228,2.209,2.192,2.163,2.121,2.075,2.045,2.024,2.001,1.986,1.969,1.95,1.934
LBN,LP,Lebanon,4.182,4.388,4.569,4.699,4.76,4.767,4.765,4.813,4.953,5.202,5.538,5.913,6.261,6.533,6.714,6.819,6.859
LSO,LP,Lesotho,1.871,1.872,1.874,1.875,1.877,1.889,1.902,1.915,1.928,1.941,1.954,1.967,1.98,1.994,2.007,2.021,2.034
LBR,LP,Liberia,2.817,2.866,2.921,2.999,3.105,3.231,3.369,3.505,3.631,3.743,3.845,3.942,4.038,4.138,4.243,4.352,4.463
LBY,LP,Libya,5.34,5.42,5.51,5.59,5.69,5.78,5.88,5.96,6.041,5.923,6.283,6.266,6.259,6.322,6.385,6.448,6.513
LTU,LP,Lithuania,3.443,3.415,3.377,3.323,3.27,3.231,3.198,3.163,3.097,3.028,2.988,2.958,2.932,2.905,2.868,2.828,2.802
LUX,LP,Luxembourg,0.444,0.448,0.455,0.461,0.469,0.476,0.484,0.494,0.502,0.512,0.525,0.537,0.55,0.563,0.576,0.591,0.602
MAC,LP,Macao SAR,0.441,0.447,0.463,0.484,0.513,0.538,0.549,0.542,0.552,0.557,0.582,0.608,0.636,0.647,0.645,0.653,0.667
MDG,LP,Madagascar,16.765,17.279,17.803,18.337,18.88,19.434,19.996,20.569,21.152,21.744,22.347,22.961,23.59,24.234,24.88,25.539,26.208
MWI,LP,Malawi,12.813,13.098,13.385,13.654,14.043,14.439,14.846,15.274,15.714,16.166,16.632,17.111,17.604,18.111,18.632,19.169,19.721
MYS,LP,Malaysia,24.727,25.32,25.905,26.477,26.832,27.1,27.6,28.082,28.589,29.062,29.51,30.214,30.709,31.186,31.634,32.023,32.382
MDV,LP,Maldives,0.281,0.285,0.289,0.294,0.299,0.305,0.31,0.315,0.32,0.325,0.331,0.336,0.342,0.348,0.354,0.36,0.366
MLI,LP,Mali,11.272,11.617,11.983,12.369,12.776,13.203,13.651,14.114,14.581,15.049,15.515,15.979,16.45,16.934,17.439,17.965,18.512
MLT,LP,Malta,0.395,0.397,0.4,0.403,0.405,0.406,0.408,0.411,0.414,0.415,0.418,0.423,0.429,0.44,0.45,0.46,0.476
MHL,LP,Marshall Islands,0.05,0.05,0.05,0.051,0.051,0.052,0.052,0.052,0.053,0.053,0.053,0.054,0.054,0.054,0.054,0.054,0.055
MRT,LP,Mauritania,2.8,2.882,2.965,3.047,2.953,3.036,3.119,3.202,3.285,3.369,3.454,3.537,3.621,3.706,3.794,3.881,3.97
MUS,LP,Mauritius,1.205,1.213,1.221,1.228,1.234,1.24,1.244,1.247,1.25,1.252,1.256,1.259,1.261,1.263,1.264,1.265,1.266
MEX,LP,Mexico,101.494,102.89,104.272,105.669,107.155,108.745,110.405,112.095,113.749,115.367,116.936,118.454,119.936,121.348,122.715,124.042,125.328
FSM,LP,Micronesia,0.106,0.106,0.106,0.106,0.105,0.104,0.104,0.103,0.103,0.103,0.103,0.103,0.104,0.104,0.104,0.104,0.104
MDA,LP,Moldova,2.92,2.911,2.906,2.897,2.89,2.883,2.879,2.876,2.873,2.873,2.873,2.871,2.869,2.845,2.824,2.78,2.73
MNG,LP,Mongolia,2.466,2.495,2.522,2.551,2.583,2.62,2.666,2.716,2.761,2.812,2.868,2.93,2.996,3.058,3.12,3.178,3.238
MNE,LP,Montenegro,0.61,0.612,0.613,0.614,0.615,0.616,0.617,0.618,0.619,0.62,0.621,0.621,0.622,0.622,0.622,0.622,0.622
MAR,LP,Morocco,29.051,29.438,29.826,30.215,30.606,30.998,31.391,31.786,32.182,32.579,32.978,33.378,33.77,34.125,34.487,34.852,35.22
MOZ,LP,Mozambique,19.32,19.873,20.439,21.01,21.738,22.36,22.995,23.648,24.321,25.017,25.733,26.467,27.216,27.978,28.751,29.538,30.339
MMR,LP,Myanmar,46.59,46.977,47.304,47.598,47.887,48.186,48.496,48.818,49.159,49.521,49.909,50.324,50.758,51.199,51.633,52.05,52.449
NAM,LP,Namibia,1.86,1.891,1.923,1.957,1.992,1.994,2.024,2.054,2.085,2.116,2.155,2.196,2.238,2.281,2.324,2.369,2.414
NRU,LP,Nauru,,,0.01,0.01,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.011,0.012,0.012,0.013,0.013,0.013
NPL,LP,Nepal,24.726,25.081,25.419,25.745,26.067,26.383,26.667,26.884,27.013,27.041,26.99,26.918,26.907,27.015,27.261,27.627,28.088
NLD,LP,Netherlands,16.105,16.193,16.258,16.306,16.334,16.358,16.405,16.486,16.575,16.656,16.73,16.78,16.829,16.901,16.979,17.082,17.181
NZL,LP,New Zealand,3.951,4.028,4.089,4.136,4.185,4.226,4.262,4.305,4.353,4.386,4.411,4.447,4.52,4.613,4.717,4.815,4.902
NIC,LP,Nicaragua,5.162,5.268,5.375,5.483,5.523,5.596,5.669,5.742,5.816,5.997,6.071,6.134,6.198,6.263,6.328,6.394,6.46
NER,LP,Niger,12.19,12.648,13.126,13.624,14.144,14.685,15.251,15.843,16.464,17.115,17.795,18.504,19.24,20.002,20.789,21.602,22.443
NGA,LP,Nigeria,128.596,131.901,135.32,138.865,142.538,146.34,150.27,154.325,158.503,162.805,167.229,171.766,176.405,181.137,185.96,190.873,195.875
MKD,LP,North Macedonia,2.022,2.026,2.033,2.037,2.042,2.045,2.049,2.053,2.057,2.06,2.062,2.066,2.069,2.071,2.074,2.075,2.077
NOR,LP,Norway,4.547,4.573,4.599,4.632,4.672,4.722,4.787,4.843,4.908,4.973,5.038,5.096,5.156,5.205,5.252,5.29,5.324
OMN,LP,Oman,2.484,2.526,2.57,2.618,2.67,2.726,2.785,2.883,2.998,3.295,3.623,3.855,3.992,4.159,4.414,4.56,4.602
PAK,LP,Pakistan,143.17,146.75,149.65,152.53,155.37,158.17,164.66,168.18,171.73,175.31,178.91,182.53,186.19,189.87,193.56,197.26,200.96
PLW,LP,Palau,0.019,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.018,0.018,0.018,0.017,0.017,0.018,0.018,0.018,0.018
PAN,LP,Panama,3.164,3.227,3.289,3.351,3.413,3.476,3.538,3.6,3.662,3.724,3.788,3.851,3.913,3.975,4.037,4.098,4.159
PNG,LP,Papua New Guinea,5.384,5.515,5.647,5.781,5.917,6.056,6.196,6.339,6.684,7.047,7.431,7.593,7.756,7.92,8.085,8.254,8.426
PRY,LP,Paraguay,5.485,5.583,5.682,5.78,5.877,5.975,6.072,6.169,6.266,6.363,6.461,6.559,6.657,6.756,6.855,6.954,7.053
PER,LP,Peru,26.739,27.103,27.46,27.811,28.151,28.482,28.807,29.132,29.462,29.798,30.136,30.475,30.814,31.152,31.489,31.826,32.162
PHL,LP,Philippines,80.27,81.91,83.55,85.17,86.79,88.39,89.98,91.56,93.14,94.7,96.25,97.79,99.31,100.83,102.53,104.17,105.76
POL,LP,Poland,38.242,38.219,38.191,38.174,38.157,38.125,38.116,38.136,38.023,38.063,38.064,38.063,38.018,38.006,37.967,37.973,37.977
PRT,LP,Portugal,10.42,10.459,10.484,10.503,10.522,10.543,10.558,10.568,10.573,10.558,10.515,10.457,10.401,10.358,10.326,10.3,10.284
PRI,LP,Puerto Rico,3.824,3.826,3.827,3.821,3.805,3.783,3.761,3.74,3.722,3.679,3.634,3.593,3.535,3.474,3.411,3.3,3.2
QAT,LP,Qatar,0.63,0.66,0.72,0.821,0.968,1.152,1.554,1.639,1.715,1.733,1.833,2.004,2.216,2.438,2.618,2.725,2.76
ROU,LP,Romania,21.795,21.628,21.521,21.382,21.257,21.131,20.636,20.44,20.295,20.199,20.096,20.02,19.953,19.876,19.761,19.644,19.531
RUS,LP,Russia,144.964,144.334,143.801,143.237,142.863,142.748,142.737,142.834,142.865,143.056,143.347,143.667,146.267,146.545,146.804,146.88,146.781
RWA,LP,Rwanda,8.1,8.3,8.6,8.8,9,9.2,9.5,9.7,10,10.2,10.5,10.7,11,11.3,11.5,11.8,12.1
WSM,LP,Samoa,0.176,0.177,0.179,0.18,0.181,0.182,0.183,0.185,0.186,0.187,0.189,0.191,0.192,0.194,0.196,0.198,0.199
SMR,LP,San Marino,,,0.029,0.029,0.03,0.03,0.03,0.031,0.031,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033
STP,LP,São Tomé and Príncipe,0.144,0.147,0.151,0.155,0.159,0.163,0.167,0.171,0.175,0.179,0.183,0.187,0.191,0.196,0.2,0.204,0.209
SAU,LP,Saudi Arabia,21.491,22.02,22.564,23.33,24.122,24.941,25.787,26.661,27.563,28.376,29.196,29.994,30.34,31.062,31.788,32.613,33.414
SEN,LP,Senegal,10.284,10.541,10.81,11.09,11.382,11.687,12.005,12.335,12.678,13.034,13.402,13.782,14.175,14.578,14.994,15.419,15.854
SRB,LP,Serbia,7.5,7.481,7.463,7.441,7.412,7.382,7.35,7.321,7.291,7.237,7.201,7.167,7.132,7.095,7.058,7.021,6.983
SYC,LP,Seychelles,0.083,0.083,0.082,0.083,0.085,0.085,0.087,0.087,0.09,0.087,0.088,0.09,0.091,0.093,0.094,0.094,0.095
SLE,LP,Sierra Leone,4.966,5.201,5.434,5.646,5.829,5.99,6.134,6.273,6.416,6.563,6.713,6.864,7.017,7.172,7.329,7.488,7.65
SGP,LP,Singapore,4.176,4.115,4.167,4.266,4.401,4.589,4.839,4.988,5.077,5.184,5.312,5.399,5.47,5.535,5.607,5.612,5.639
SVK,LP,Slovak Republic,5.379,5.375,5.372,5.373,5.373,5.373,5.376,5.382,5.39,5.392,5.404,5.411,5.416,5.421,5.426,5.435,5.443
SVN,LP,Slovenia,1.994,1.995,1.996,1.998,2.003,2.01,2.01,2.032,2.047,2.05,2.055,2.059,2.061,2.063,2.064,2.066,2.067
SLB,LP,Solomon Islands,0.435,0.446,0.458,0.469,0.481,0.492,0.504,0.515,0.526,0.538,0.55,0.562,0.575,0.588,0.601,0.614,0.627
SOM,LP,Somalia,,,,,,,,,,,11.97,12.317,12.674,13.042,13.42,13.809,14.209
ZAF,LP,South Africa,46.355,46.806,47.31,47.86,48.446,49.089,49.795,50.545,51.329,52.129,52.93,53.751,54.574,55.407,56.252,57.098,57.939
SSD,LP,South Sudan,,,,,,,,,,10.449,10.818,11.177,11.531,11.882,12.231,12.585,12.976
ESP,LP,Spain,41.424,42.196,42.859,43.663,44.361,45.236,45.983,46.368,46.562,46.736,46.766,46.593,46.455,46.41,46.45,46.533,46.729
LKA,LP,Sri Lanka,19.062,19.224,19.387,19.545,19.696,19.842,19.984,20.124,20.262,20.399,20.425,20.585,20.778,20.97,21.203,21.444,21.67
KNA,LP,St. Kitts and Nevis,0.047,0.047,0.048,0.049,0.049,0.05,0.05,0.051,0.051,0.052,0.053,0.053,0.054,0.054,0.055,0.055,0.056
LCA,LP,St. Lucia,0.159,0.161,0.162,0.164,0.166,0.168,0.17,0.165,0.166,0.167,0.169,0.171,0.173,0.174,0.176,0.177,0.179
VCT,LP,St. Vincent and the Grenadines,0.107,0.107,0.108,0.108,0.109,0.109,0.109,0.109,0.109,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
SDN,LP,Sudan,32.7,33.6,34.474,35.3,36.218,37.159,38.126,39.117,40.134,32.661,35.056,36.164,37.289,38.435,39.599,40.783,41.985
SUR,LP,Suriname,0.479,0.484,0.493,0.499,0.504,0.51,0.517,0.524,0.531,0.54,0.542,0.55,0.559,0.567,0.576,0.583,0.59
SWE,LP,Sweden,8.941,8.976,9.011,9.048,9.113,9.183,9.256,9.341,9.416,9.483,9.556,9.645,9.747,9.851,9.995,10.12,10.23
CHE,LP,Switzerland,7.256,7.314,7.364,7.415,7.459,7.509,7.593,7.702,7.786,7.87,7.955,8.039,8.14,8.238,8.327,8.42,8.484
SYR,LP,Syria,17.438,17.952,18.512,19.121,19.596,20.083,20.581,21.092,21.393,,,,,,,,
TWN,LP,Taiwan Province of China,22.521,22.605,22.689,22.77,22.877,22.958,23.037,23.12,23.162,23.225,23.316,23.374,23.434,23.492,23.54,23.571,23.589
TJK,LP,Tajikistan,6.448,6.577,6.713,6.854,7.001,7.152,7.31,7.473,7.642,7.816,7.995,8.178,8.363,8.549,8.735,8.921,9.107
TZA,LP,Tanzania,34.328,35.302,36.314,37.354,38.421,39.522,40.64,41.824,43.06,44.348,45.688,47.076,48.511,49.989,51.51,53.074,54.68
THA,LP,Thailand,64.069,64.55,64.995,65.416,65.813,66.182,66.531,66.867,67.195,67.518,67.836,68.145,68.439,68.715,68.971,69.21,69.428
